MARCA TEMPORAL;PAÍS;UNIVERSIDAD;OTRA UNIVERSIDAD;GENERO UNIVERSIDAD;¿ESTÁ DE ACUERDO EN QUE SE HAYA MODIFICADO EL MÉTODO DE ESTUDIO PARA LAS CLASES VIRTUALES?;¿ESTÁ DE ACUERDO EN QUE LA CONCENTRACIÓN O ATENCIÓN CON EL ESTUDIO, FUERON ALTERADOS?;¿HA CAMBIADO SU CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA CON LA PANDEMIA?;¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?;¿CONSIDERA QUE LA SALUD MENTAL PUEDE ALTERAR EL COMPORTAMIENTO EN TODO TIPO DE PERSONA?;¿CONSIDERA QUE SITUACIONES EXTERNAS, PUEDEN DESENCADENAR UN PROBLEMA DE SALUD MENTAL?;ME HE RELACIONADO CON ALGÚN TIPO DE ALTERACIÓN MENTAL EN EL TRANSCURSO DE LA PANDEMIA.;¿CONSIDERA QUE UNA PERSONA CON UNA ALTERACIÓN MENTAL, PUEDE REPRESENTAR UN RIESGO PARA LOS DEMÁS?;¿CONSIDERA QUE EL CONFINAMIENTO LE HA PROPORCIONADO OTRAS ALTERNATIVAS PARA SU NUEVO APRENDIZAJE?;¿ESTÁ DE ACUERDO EN QUE UNA ALTERACIÓN MENTAL, CAUSA RECHAZO SOCIAL?;CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?;¿CONSIDERA QUE LA PANDEMIA CAMBIÓ SU RENDIMIENTO ACADÉMICO COMO ESTUDIANTE?
2021-06-17 06:48:58.732092;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;3;4;5;4;4;3;3;4;3;3;4
2021-06-16 16:25:17.764064;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;4;5;4;5;5;4;4;3;4;4;2;5
2021-06-16 16:28:36.712708;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;3;5;5;5;1;4;4;3;3;3
2021-06-17 06:56:43.193729;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;3;1;1;4;4;4;2;3;4;4;1;3
2021-06-16 16:29:31.652763;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;4;3;5;5;5;3;3;2;4;2;4
2021-06-16 16:33:20.456650;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;5;4;5;5;5;2;5;5;5;4;5
2021-06-16 16:37:12.418937;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;4;4;4;4;4;1;2;3;4;1;3
2021-06-16 16:38:37.159830;ARGENTINA;UNIVERSIDAD DE MENDOZA;;MASCULINO;1;5;5;5;4;5;5;3;4;2;1;5
2021-06-16 16:39:56.787324;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;5;3;5;5;5;4;5;5;2;5
2021-06-16 16:40:40.055095;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;5;5;3;5;5;5;4;4;4;4;4;4
2021-06-16 16:41:11.196034;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO CUARTO;;FEMENINO;3;5;4;3;4;3;1;4;4;3;3;4
2021-06-16 16:42:47.184223;ARGENTINA;UNIVERSIDAD DE MENDOZA;;FEMENINO;3;5;5;5;5;5;4;2;2;1;4;5
2021-06-16 16:44:20.308252;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;MASCULINO;4;5;5;5;5;5;3;4;4;4;2;3
2021-06-16 16:45:58.930191;ARGENTINA;;UNIVERSIDAD NACIONAL DE LUJAN;FEMENINO;4;5;4;5;5;5;5;3;5;5;3;5
2021-06-16 16:46:24.863294;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;5;4;5;5;4;5;3;4;3;4;4
2021-06-16 16:46:25.913037;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;FEMENINO;4;5;5;5;5;5;5;5;4;1;3;5
2021-06-16 16:47:31.321138;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;MASCULINO;4;5;4;5;5;5;5;3;5;5;3;5
2021-06-16 16:48:24.043697;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;3;3;2;5;3;2;4;5;4;4;3
2021-06-16 16:49:00.899681;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;5;5;1;5;5;5;1;3;3;5;3;5
2021-06-16 16:50:36.991625;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;5;5;5;3;5;3;3;3;4;5;2;4
2021-06-16 16:50:42.172909;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;5;4;4;5;5;5;5;5;4;4;4;3
2021-06-16 16:51:05.356040;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;5;5;4;5;5;4;1;4;2;3;3;3
2021-06-16 16:51:09.757062;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;3;5;5;5;5;5;5;5;1;5;2;5
2021-06-16 16:51:25.954833;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;1;5;3;5;5;4;4;3;4;3;3;5
2021-06-16 16:51:59.004329;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;2;5;2;5;4;3;4;3;2;4;3;4
2021-06-16 16:52:13.937212;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;4;2;4;4;2;2;4;4;4;3;4
2021-06-16 16:54:49.882312;ARGENTINA;UNIVERSIDAD DE MENDOZA;;FEMENINO;2;5;4;5;4;4;2;4;4;3;3;5
2021-06-16 16:58:00.536094;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;5;5;5;5;4;4;3;4;4;3;5
2021-06-16 16:58:02.457537;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;4;4;4;5;5;4;4;5;5;5;5;5
2021-06-16 16:58:16.382897;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;5;2;5;5;5;4;5;1;5;2;5
2021-06-16 16:58:27.799440;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;3;5;3;5;5;5;5;3;4;5;3;3
2021-06-16 17:02:02.364461;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;2;2;5;5;4;4;3;4;4;2;3
2021-06-16 17:02:05.411823;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;5;3;5;5;5;4;5;1;5;3;5
2021-06-16 17:02:41.422045;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;5;5;4;5;4;1;4;1;5;3;1
2021-06-16 17:05:19.478003;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;1;5;3;4;4;4;3;5;4;3;3;4
2021-06-18 08:28:43.411011;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;5;3;5;5;5;4;4;5;4;4;5
2021-06-16 17:05:21.085555;ARGENTINA;UNIVERSIDAD DE MENDOZA;;MASCULINO;2;5;3;5;5;5;3;2;1;3;3;5
2021-06-16 17:05:30.361760;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;2;4;3;4;4;4;4;3;4;3;2;5
2021-06-16 17:09:03.993737;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;4;5;4;5;5;5;5;5;1;5;3;4
2021-06-16 17:09:24.976078;COLOMBIA;;UNIVERSIDAD LIBRE DE COLOMBIA;MASCULINO;4;2;3;4;2;2;1;2;4;4;4;3
2021-06-16 17:09:49.828343;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;5;5;5;5;5;4;5;4;2;3;4
2021-06-16 17:10:30.342228;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;FEMENINO;2;5;2;5;5;5;4;2;3;4;4;4
2021-06-16 17:11:19.938045;ARGENTINA;UNIVERSIDAD DE MENDOZA;;MASCULINO;5;1;5;2;5;4;1;4;5;5;5;5
2021-06-16 17:12:36.994104;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;FEMENINO;2;5;4;5;5;4;5;2;2;5;4;5
2021-06-16 17:12:43.643694;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;2;5;5;4;4;4;3;4;4;4
2021-06-16 17:12:43.998501;ARGENTINA;UNIVERSIDAD DE MENDOZA;;MASCULINO;2;5;3;5;5;5;4;2;3;4;4;5
2021-06-16 17:12:44.915191;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;MASCULINO;4;3;1;4;5;4;1;4;5;3;1;3
2021-06-16 17:14:46.647566;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;1;5;5;5;3;4;5;5;5;4
2021-06-16 17:18:02.316444;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;FEMENINO;4;5;4;5;5;5;2;4;1;5;4;3
2021-06-16 17:20:11.979588;ARGENTINA;UNIVERSIDAD DE MENDOZA;;FEMENINO;4;5;4;4;4;4;2;3;4;4;3;5
2021-06-16 17:20:49.507837;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;FEMENINO;1;4;1;5;5;5;5;5;2;5;2;5
2021-06-16 17:20:49.585299;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;1;5;5;5;5;3;3;3;3;4;1;3
2021-06-16 17:21:07.420158;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;2;5;4;5;5;4;1;2;4;5;5;4
2021-06-16 17:24:20.008978;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;2;5;2;5;5;4;4;3;2;4;4;4
2021-06-16 17:27:31.225620;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;4;5;5;5;5;5;5;5;4;5;1;4
2021-06-16 17:28:51.279920;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;4;5;4;4;4;4;3;5;3;4;5
2021-06-16 17:33:25.826887;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;4;4;4;4;4;3;4;2;3;3;4
2021-06-16 17:37:15.508025;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;MASCULINO;2;4;5;5;5;5;5;4;2;5;4;4
2021-06-16 17:38:29.607437;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;3;5;5;5;5;5;4;5;5;5;1;5
2021-06-16 17:39:16.229583;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;5;4;5;5;5;1;5;5;4;1;5
2021-06-16 17:42:26.854447;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;4;4;5;5;5;2;5;4;2;3;4
2021-06-16 17:45:11.504345;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;2;1;4;5;5;2;5;5;3;1;3
2021-06-16 17:45:16.568090;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;4;5;5;3;3;4;4;2;4;5
2021-06-16 17:48:44.762586;ARGENTINA;UNIVERSIDAD DE MENDOZA;;FEMENINO;5;5;2;5;5;5;5;3;2;2;3;5
2021-06-16 17:53:04.414068;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;2;5;4;5;5;5;4;4;4;3;3;5
2021-06-16 17:56:34.820192;ARGENTINA;UNIVERSIDAD DE MENDOZA;;MASCULINO;2;5;4;5;5;5;3;3;2;2;2;5
2021-06-16 17:57:44.142235;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;5;5;5;5;3;4;2;4;3;5
2021-06-16 17:58:53.409887;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;2;5;5;5;5;5;5;4;2;4;4;5
2021-06-16 18:00:52.313692;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;5;4;4;4;3;1;3;2;3;5
2021-06-16 18:04:43.549180;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;4;4;4;4;4;4;3;3;3;1;3
2021-06-16 18:06:28.470555;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;FEMENINO;4;4;4;5;5;4;1;4;4;2;1;4
2021-06-16 18:08:23.217989;ARGENTINA;UNIVERSIDAD DE MENDOZA;;FEMENINO;4;5;3;4;5;5;5;4;4;4;3;5
2021-06-16 18:13:17.432927;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;FEMENINO;4;5;4;5;5;5;4;4;4;4;2;5
2021-06-16 18:18:38.748772;ARGENTINA;UNIVERSIDAD DE MENDOZA;;MASCULINO;5;5;5;5;5;5;5;5;4;5;1;5
2021-06-16 18:21:30.104894;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;3;2;1;5;5;5;3;3;4;4;5;3
2021-06-16 18:22:24.265348;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;FEMENINO;4;5;4;5;5;4;4;2;5;4;4;4
2021-06-16 18:25:27.215572;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;5;4;4;5;5;4;4;3;5;1;5;2
2021-06-16 18:26:02.391502;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;MASCULINO;3;2;4;4;4;4;1;4;5;4;4;4
2021-06-16 18:29:26.912232;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;MASCULINO;4;4;2;5;5;4;1;3;2;4;3;1
2021-06-16 18:33:59.519122;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;2;3;4;5;5;3;3;4;4;5;2
2021-06-16 18:34:41.667731;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;MASCULINO;5;3;4;5;5;4;4;2;4;2;3;4
2021-06-16 18:35:13.148596;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;4;5;4;4;5;4;3;3;4;4;4;3
2021-06-16 18:41:20.775884;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;MASCULINO;2;5;2;5;5;4;3;3;4;4;3;5
2021-06-16 18:46:53.295669;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;5;4;4;4;4;3;3;2;3;3;5
2021-06-16 18:47:17.235466;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;2;5;5;5;4;5;1;5;5;5
2021-06-16 18:47:49.592163;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;5;5;5;4;5;4;4;3;1;4;2;4
2021-06-16 18:48:15.061196;ARGENTINA;UNIVERSIDAD DE MENDOZA;;FEMENINO;5;4;2;4;3;2;3;3;4;4;5;3
2021-06-16 18:51:33.703269;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;5;3;5;5;4;2;3;4;2;3;4
2021-06-16 18:51:44.097837;ARGENTINA;UNIVERSIDAD DE MENDOZA;;FEMENINO;4;5;4;5;5;5;4;1;4;2;2;4
2021-06-16 18:53:14.075674;ARGENTINA;UNIVERSIDAD NACIONAL DE LUJAN;;FEMENINO;1;4;2;5;5;4;2;4;4;4;5;5
2021-06-16 18:56:41.824801;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;1;4;1;4;5;4;4;2;4;4;3;4
2021-06-16 18:59:16.799928;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;FEMENINO;4;5;5;5;5;5;3;3;5;5;3;5
2021-06-16 19:01:04.437391;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;MASCULINO;4;4;2;5;5;5;3;4;1;4;1;4
2021-06-16 19:01:14.539947;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;4;3;5;5;5;3;4;4;2;3;5
2021-06-16 19:03:07.653735;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;FEMENINO;4;5;4;5;5;5;5;4;1;4;5;4
2021-06-16 19:03:24.687156;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;MASCULINO;3;5;5;5;4;5;4;4;4;5;5;5
2021-06-16 19:04:07.417270;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;4;5;4;5;5;5;4;1;4;5;4;4
2021-06-16 19:06:06.361623;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;4;4;3;5;5;4;3;3;1;4;4;4
2021-06-16 19:07:16.585616;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;FEMENINO;4;5;5;5;5;5;2;4;4;4;1;4
2021-06-16 19:07:21.728277;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;FEMENINO;3;5;3;5;5;5;5;4;5;3;4;3
2021-06-16 19:08:52.263172;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;4;5;5;5;5;4;4;4;5;5;2;5
2021-06-16 19:16:27.465464;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;2;5;3;5;5;4;4;3;3;4;4;4
2021-06-16 19:16:38.626366;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;5;4;5;5;5;4;3;2;4;3;4
2021-06-16 19:16:54.282917;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;FEMENINO;4;5;5;5;5;5;2;4;5;4;4;5
2021-06-16 19:17:15.345846;ARGENTINA;;UNIVER NACIONAL DE ROSARIO;FEMENINO;3;5;4;5;4;5;4;2;4;4;4;5
2021-06-16 19:21:12.382001;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;4;5;4;4;4;4;3;3;4;4;4;4
2021-06-16 19:21:24.390392;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;5;4;5;5;5;4;2;2;4;4;4
2021-06-16 19:23:18.990852;ARGENTINA;UNIVERSIDAD DE LA CUENCA DEL PLATA;;MASCULINO;4;4;3;5;5;5;4;2;4;3;4;4
2021-06-16 19:23:32.407005;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;4;1;3;3;3;2;3;2;3;2;3
2021-06-16 19:24:27.932979;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;2;5;4;5;3;4;2;2;4;4;1;2
2021-06-16 19:26:52.378807;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;4;5;3;5;5;5;4;5;3;5;2;5
2021-06-16 19:27:16.491420;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;4;3;4;5;4;4;4;3;5;3;4;4
2021-06-16 19:27:55.750073;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;5;5;2;5;5;5;5;5;3;5;2;5
2021-06-16 19:29:05.697278;ARGENTINA;;UCA;MASCULINO;1;4;1;4;5;5;2;5;5;3;2;3
2021-06-16 19:30:38.982448;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;FEMENINO;4;5;4;5;5;5;2;3;4;4;1;3
2021-06-16 19:32:17.479785;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;3;5;4;4;3;4;4;4;1;5
2021-06-16 19:42:38.609420;ARGENTINA;UNIVERSIDAD NACIONAL DE RIO NEGRO;;FEMENINO;4;5;5;5;5;5;5;5;5;5;5;4
2021-06-16 19:44:02.990169;ARGENTINA;;PONTIFICIA UNIVERSIDAD CATOLICA ARGENTINA - UCA;MASCULINO;4;2;3;5;3;4;4;1;5;3;3;4
2021-06-16 19:47:53.742824;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;4;5;5;4;4;4;5;3;5;4
2021-06-16 19:48:03.751867;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO;;MASCULINO;4;4;3;4;2;4;1;4;5;4;1;3
2021-06-16 19:48:44.811995;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;2;5;5;5;5;5;4;5;5;5;1;5
2021-06-16 19:50:24.009924;ARGENTINA;UNIVERSIDAD NACIONAL DE LA PLATA;;MASCULINO;5;5;4;5;5;4;3;4;4;4;4;3
2021-06-16 19:54:09.802914;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;3;3;5;5;3;3;1;5;3;3;3
2021-06-16 19:54:41.373972;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;1;5;2;5;5;5;5;3;3;4;3;5
2021-06-16 19:55:01.360148;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;1;5;5;5;5;5;1;5;1;4;1;5
2021-06-16 19:55:14.653218;ARGENTINA;UNIVERSIDAD CATÓLICA ARGENTINA;;MASCULINO;4;4;2;5;4;4;4;4;5;2;2;4
2021-06-16 19:58:09.701292;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;3;5;4;4;4;4;4;3;1;4
2021-06-16 20:02:37.574279;COLOMBIA;UNIVERSIDAD LIBRE DE BERLIN;;MASCULINO;3;4;3;5;5;5;4;4;4;3;3;4
2021-06-16 20:12:00.627558;COLOMBIA;;UNIVERSIDAD LIBRE DE COLOMBIA;MASCULINO;5;5;5;5;5;5;5;5;5;5;5;5
2021-06-16 20:14:14.491809;ARGENTINA;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;;MASCULINO;5;5;2;4;1;3;5;2;2;1;4;5
2021-06-16 20:15:46.143327;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;5;5;5;5;5;5;4;3;2;4;2;5
2021-06-16 20:16:01.013057;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;3;5;5;5;5;4;3;4;1;3;3;5
2021-06-16 20:16:14.280114;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;4;3;5;5;5;3;3;4;3;3;4
2021-06-16 20:16:52.929094;URUGUAY;;NINGUNA;MASCULINO;4;4;2;4;4;4;1;3;4;4;3;4
2021-06-16 20:17:16.084316;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;5;5;5;4;4;3;3;4;1;1
2021-06-16 20:17:24.054013;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;4;4;3;4;4;2;3;4;4;3;5
2021-06-16 20:17:56.581956;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;1;5;3;3;4;4;4;3;1;4;4;5
2021-06-16 20:18:09.193900;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;5;5;5;5;3;5;2;3;1;3;5
2021-06-16 20:18:35.797263;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;5;4;3;5;5;5;1;1;5;1;5
2021-06-16 20:19:11.452458;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;5;5;5;5;5;2;2;3;4;1;5
2021-06-16 20:19:24.208362;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;1;5;5;5;5;5;4;2;4;5;3;4
2021-06-16 20:19:46.106809;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;4;4;5;5;5;2;4;4;2;3;3
2021-06-16 20:19:56.510644;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;3;5;5;5;2;3;4;4;4;4
2021-06-16 20:20:07.245649;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;5;5;5;5;5;5;4;5;5;5
2021-06-16 20:20:16.899438;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;3;5;2;5;5;5;3;4;4;4;4;4
2021-06-16 20:22:15.717263;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;4;4;5;3;4;2;3;4;2;5
2021-06-16 20:22:21.173542;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;4;4;5;4;4;3;4;4;3;4
2021-06-16 20:22:29.177376;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;3;5;4;5;2;4;4;5;3;4
2021-06-16 20:23:06.243004;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;5;5;3;5;2;4;3;5;5;5;3;4
2021-06-16 20:23:26.214570;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;3;5;5;5;4;2;4;4;2;4
2021-06-16 20:23:37.255815;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;5;3;5;5;5;5;4;4;4;2;4
2021-06-16 20:23:43.486790;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;2;5;5;5;5;4;4;2;2;3;3;5
2021-06-16 20:23:56.925149;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;4;4;4;4;4;4;4;3;4;3;4;5
2021-06-16 20:24:20.005628;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;1;5;5;5;5;5;3;3;1;5;2;5
2021-06-16 20:24:36.183445;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;5;5;5;5;5;5;4;3;4;2;5
2021-06-16 20:24:45.339661;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;FEMENINO;3;5;5;5;5;5;4;4;4;5;5;5
