MARCA TEMPORAL	PAÍS	UNIVERSIDAD	OTRA UNIVERSIDAD	GENERO UNIVERSIDAD	LA PANDEMIA SOBRECARGÓ MI TRABAJO COMO PROFESOR	¿ESTÁ DE ACUERDO CON LA MODIFICACIÓN DEL MÉTODO DE ENSEÑANZA PARA LAS CLASES VIRTUALES?	LA CONCENTRACIÓN O ATENCIÓN EN EL TRABAJO FUERON ALTERADOS POR LA PANDEMIA.	LA PANDEMIA CAMBIÓ MI CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA.	LA INTERACCIÓN VIRTUAL CON LOS ESTUDIANTES PUEDE CONTRIBUIR A SU SALUD MENTAL	¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?	¿CONSIDERA QUE EL EQUILIBRIO MENTAL, CONTRIBUYE AL RENDIMIENTO ACADÉMICO EN EL AULA DE CLASES?	HE TENIDO QUE INTERACTUAR DURANTE LA PANDEMIA, CON PERSONAS QUE PRESENTAN FACTORES DE RIESGO MENTAL.	¿CONSIDERA QUE LOS PROCESOS DE PREVENCIÓN, DISMINUYEN LA CANTIDAD DE CASOS DE ALTERACIONES MENTALES DURANTE LA PANDEMIA?	HE VISTO UN AVANCE SIGNIFICATIVO DURANTE LA PANDEMIA EN LOS TEMAS DE SALUD MENTAL, COMO UNA PRIORIDAD GLOBAL	HE USADO ESTRATEGIAS DE AUTOCUIDADO MENTAL (MEDITACIÓN, ACTIVIDAD FÍSICA, ETC), PORQUE CONSIDERO QUE CONTRIBUYEN A LA SALUD MENTAL.	CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?
2021-06-17 17:10:27.113693	ARGENTINA	UNIVERSIDAD FASTA		MASCULINO	5	4	4	3	3	5	5	3	5	1	5	4
2021-06-17 17:13:35.926443	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	2	4	2	2	4	5	2	5	4	5	3
2021-06-17 17:17:51.552597	COLOMBIA		UNIVERSIDAD LIBRE	OTRO	5	4	2	4	3	3	4	1	3	3	4	1
2021-06-17 17:19:24.136752	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	4	4	3	3	4	4	4	1	4	4	5	1
2021-06-17 17:34:03.560533	COLOMBIA		UNIVERSIDAD LIBRE	MASCULINO	3	3	3	2	3	4	4	1	3	3	3	3
2021-06-17 17:40:54.953418	ARGENTINA	UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES		FEMENINO	5	4	4	2	2	4	4	1	3	3	4	3
2021-06-17 17:52:38.001697	ARGENTINA	UNIVERSIDAD FASTA		MASCULINO	4	2	4	2	4	5	5	2	4	4	5	4
2021-06-17 17:55:46.972616	COLOMBIA	UNIVERSIDAD LIBRE DE BERLIN		FEMENINO	4	4	4	1	4	4	5	4	4	2	3	3
2021-06-17 18:00:05.726690	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	4	1	5	5	5	2	1	3	1	1
2021-06-17 18:06:06.229395	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	2	2	4	2	4	2	4	2	3	2
2021-06-17 18:15:23.160458	ARGENTINA	UNIVERSIDAD FASTA		MASCULINO	5	4	1	1	5	4	5	5	5	2	5	5
2021-06-17 18:21:09.053017	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	4	4	4	3	4	5	5	4	4	4	5	3
2021-06-17 18:22:37.738595	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	3	5	3	4	5	5	3	5	2	4	3
2021-06-17 18:24:52.020788	ARGENTINA	UNIVERSIDAD DE LA CUENCA DEL PLATA		MASCULINO	5	5	5	4	5	5	5	4	5	1	5	5
2021-06-17 18:29:40.240250	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	3	4	3	4	4	3	5	4	4	3	3	3
2021-06-17 18:36:03.510511	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	5	4	4	2	1	4	5	4	5	1	2	4
2021-06-17 18:50:15.105905	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	4	4	5	5	3	3	4	4	3
2021-06-17 19:15:47.450900	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	2	4	4	1	4	5	3	3	1	2	2
2021-06-17 19:39:11.460767	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	2	4	1	5	2	5	2	4	1
2021-06-17 19:39:43.407568	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	2	4	3	4	4	4	1	4	1	3	1
2021-06-17 19:59:59.327291	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	4	5	4	2	5	5	4	1	3	3	1
2021-06-17 20:10:11.281508	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	3	5	2	4	5	4	5	2	3	3	4	1
2021-06-17 20:46:54.410218	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	4	4	4	3	3	4	4	1	4	3	4	1
2021-06-17 22:18:29.219910	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	3	4	4	4	4	5	5	2	3	3	3	5
2021-06-17 22:28:23.807550	ARGENTINA		NINGUNA	MASCULINO	5	5	5	5	5	5	5	1	5	3	5	5
2021-06-17 22:43:08.625484	ARGENTINA	UNIVERSIDAD NACIONAL DE CUYO		FEMENINO	4	5	1	4	4	4	4	4	4	1	2	4
2021-06-18 03:53:33.630486	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	4	4	2	4	2	4	5	3	4	4	4	3
2021-06-18 05:52:51.856651	ARGENTINA	UNIVERSIDAD FASTA		MASCULINO	5	4	4	3	4	5	4	3	3	2	4	4
2021-06-18 06:10:15.027672	ARGENTINA	UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES		FEMENINO	4	5	5	5	4	5	5	5	5	4	4	4
2021-06-18 06:44:47.054507	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	5	4	3	3	4	5	4	4	4	2	2	3
2021-06-18 06:58:38.531060	ARGENTINA	UNIVERSIDAD DE LA CUENCA DEL PLATA		MASCULINO	2	4	3	2	5	4	5	2	4	3	4	3
2021-06-18 08:50:18.105721	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	5	4	5	5	4	5	2	5	3
2021-06-18 07:05:54.940340	ARGENTINA	UNIVERSIDAD FASTA		MASCULINO	5	4	5	4	2	5	5	2	3	1	5	3
2021-06-18 07:10:36.637542	ARGENTINA	UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES		FEMENINO	5	4	5	4	4	5	5	3	2	2	4	1
2021-06-18 08:54:13.905847	COLOMBIA		UNIVERSIDAD LIBRE	MASCULINO	5	5	4	2	2	4	4	3	5	3	5	1
2021-06-18 07:13:28.633009	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		MASCULINO	4	4	4	2	3	4	4	1	4	3	5	1
2021-06-18 08:57:59.654711	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	4	4	2	4	4	4	2	2	2	2
2021-06-18 07:45:43.957873	ARGENTINA	UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES		FEMENINO	5	4	4	2	4	4	4	4	3	4	3	4
2021-06-18 09:03:32.469807	COLOMBIA		UNIVERSIDAD LIBRE	MASCULINO	5	5	5	5	5	5	5	5	5	4	4	1
2021-06-18 07:58:34.351163	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	5	4	5	5	3	5	5	3	3	2	4	3
2021-06-18 09:11:02.886853	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	4	5	5	5	4	4	1	5	2	4	2
2021-06-18 07:59:03.167255	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	3	3	2	5	2	5	5	2	2	2	4	1
2021-06-18 09:11:45.849804	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	3	5	4	4	4	4	3	3	4	3
2021-06-18 09:15:10.969793	ARGENTINA	UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES		FEMENINO	4	4	4	3	4	5	5	3	4	3	4	4
2021-06-18 09:28:29.166180	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	5	5	3	5	5	3	4	4	4	1
2021-06-18 09:31:40.890793	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	5	1	5	5	3	5	2	4	3	4	4
2021-06-18 09:35:36.149172	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	4	4	5	4	3	5	5	3	4	3	5	1
2021-06-18 09:44:10.676632	ARGENTINA	UNIVERSIDAD NACIONAL DE RIO CUARTO		MASCULINO	4	4	5	2	4	4	4	3	4	2	4	3
2021-06-18 09:56:08.459661	ARGENTINA	UNIVERSIDAD FASTA		MASCULINO	3	4	4	3	4	4	5	4	4	4	4	3
2021-06-18 10:00:07.443408	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	4	4	2	3	5	5	2	4	4	4	1
2021-06-18 10:01:25.545428	ARGENTINA	UNIVERSIDAD DE MENDOZA		MASCULINO	5	4	5	3	4	5	5	3	2	4	5	2
2021-06-18 10:08:32.468745	ARGENTINA		UNIVERSIDAD TECNOLOGICA NACIONAL DE MAR DEL PLATA (ARGENTINA)	MASCULINO	5	4	1	4	4	4	4	1	3	3	5	4
2021-06-18 10:10:33.003171	COLOMBIA		UNIVERSIDAD LIBRE	MASCULINO	1	1	1	1	1	1	1	4	4	1	1	3
2021-06-18 10:21:26.927260	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	3	4	3	4	4	1	3	4	2	1
2021-06-18 10:22:30.036667	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIÓN	FEMENINO	4	4	4	2	4	4	4	2	4	3	3	3
2021-06-18 10:23:42.356079	PARAGUAY		UNIVERSIDAD NACIONAL DE PILAR 	FEMENINO	5	5	5	4	4	4	5	5	5	4	5	4
2021-06-18 10:23:43.367066	COLOMBIA		UNIVERSIDAD LIBRE DE COLOMBIA	MASCULINO	5	3	4	2	3	4	4	4	4	3	4	3
2021-06-18 10:53:51.623939	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	4	3	4	1	3	4	2	3	1	3	5
2021-06-19 21:46:48.626392	PARAGUAY		UNA	OTRO	4	2	4	2	2	4	4	3	4	3	4	3
2021-06-18 10:56:20.390718	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	1	1	5	3	1	5	5	3	1	1	3	3
2021-06-18 10:56:21.681339	COLOMBIA	UNIVERSIDAD LIBRE DE BERLIN		MASCULINO	5	5	1	1	4	3	4	1	2	3	5	3
2021-06-18 11:02:16.175901	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	3	2	1	5	5	1	5	3	3	1	5	5
2021-06-18 11:03:57.764099	COLOMBIA		UNIVERSIDAD LIBRE - BOGOTÁ	MASCULINO	5	4	4	4	3	4	5	2	4	2	5	3
2021-06-18 11:05:24.444043	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	5	5	5	3	5	4	3	5	3	5	5
2021-06-18 11:20:49.603637	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCION 	FEMENINO	5	5	5	4	1	5	5	5	5	1	4	1
2021-06-18 11:27:00.782344	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCION	MASCULINO	5	4	5	3	2	5	5	5	5	1	2	1
2021-06-18 11:36:02.769780	ARGENTINA		NINGUNA	FEMENINO	5	3	5	5	3	5	5	3	5	2	1	5
2021-06-18 11:48:48.546091	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	1	4	4	4	5	5	4	1	1	2	1
2021-06-18 11:55:36.376769	COLOMBIA		UNIVERSIDAD LIBRE COLOMBIA	MASCULINO	4	2	4	4	2	4	4	2	4	4	3	4
2021-06-18 11:59:59.262737	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	5	1	5	5	3	4	1	1	4
2021-06-18 12:14:18.445818	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	5	4	4	4	4	4	2	2	2	1	3
2021-06-18 12:17:27.367323	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	4	5	5	4	4	5	3	3	3	4	4
2021-06-18 12:17:53.037829	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCION - FACULTAD DE INGENIERIA	FEMENINO	5	1	5	1	1	5	5	4	4	1	4	3
2021-06-18 12:19:08.600363	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	5	3	1	5	5	5	5	5	1	3	3
2021-06-18 12:26:59.240599	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	2	2	5	2	5	5	5	4	4	2	5	4
2021-06-18 12:31:23.768036	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	5	5	5	5	5	5	5	5	4	5	1
2021-06-18 12:32:50.860641	PARAGUAY		FACULTAD DE INGENIERÍA-UNA	MASCULINO	5	3	5	1	5	5	5	3	5	1	5	5
2021-06-18 12:33:26.576247	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	2	5	2	1	5	5	5	5	4	5	5
2021-06-18 12:35:22.336014	ARGENTINA		NINGUNA	FEMENINO	5	4	5	3	3	5	5	2	4	1	4	1
2021-06-18 12:44:34.109788	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	5	4	2	4	4	5	4	4	3	4	3
2021-06-18 12:47:16.753486	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	3	4	3	4	5	5	5	2	2	4	3
2021-06-18 12:50:07.188249	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	5	2	4	2	3	4	1	3	3	2	1
2021-06-18 12:57:24.599878	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIÓN	FEMENINO	5	2	5	4	2	5	5	4	5	1	5	2
2021-06-18 13:05:29.397355	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	4	4	4	4	4	4	1	3	4	4	2
2021-06-18 13:06:34.216843	PARAGUAY		FACULTAD DE INGENIERÍA DE LA UNIVERSIDAD NACIONAL DE ASUNCION	MASCULINO	5	5	5	5	4	5	5	3	4	1	3	3
2021-06-18 13:09:39.123959	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	4	5	5	3	5	5	5	2	3	1	5	3
2021-06-18 13:14:19.949275	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	5	2	5	3	1	5	2	5	3	5	1
2021-06-18 13:16:28.930888	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	2	5	2	3	3	4	4	1	3	2	3	3
2021-06-18 13:21:08.247679	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	5	3	2	5	5	2	2	1	3	3
2021-06-18 13:21:38.406508	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	1	4	4	3	4	5	4	4	4	2	5	2
2021-06-18 13:29:13.757392	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	3	4	2	3	4	5	3	3	1	4	3
2021-06-18 13:31:28.899372	PARAGUAY		UNIVER NA DE ASUN 	MASCULINO	5	4	5	3	1	5	5	3	4	1	4	3
2021-06-18 13:33:42.805470	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	4	2	5	3	3	5	5	3	4	1	4	3
2021-06-18 13:37:17.036262	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	4	4	5	3	5	5	5	2	3	5	4	4
2021-06-18 13:45:06.806021	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	4	5	3	4	3	3	4	4	3	1	1	3
2021-06-18 13:55:51.206274	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	3	3	3	3	4	4	4	2	4	4	3	4
2021-06-18 14:00:17.212214	PARAGUAY		NINGUNA	MASCULINO	5	5	4	3	4	4	5	3	4	4	4	2
2021-06-18 14:04:05.195617	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	5	5	3	4	2	4	3	4	4	5	3
2021-06-18 14:14:29.780161	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	5	4	3	5	4	5	4	4	3	4	4
2021-06-18 14:16:02.406198	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	3	4	3	3	3	4	4	3	4	3	4	5
2021-06-18 14:20:21.296886	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	4	5	5	3	5	5	3	3	2	4	4
2021-06-18 14:35:13.382214	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIÓN	FEMENINO	5	5	5	5	5	5	5	1	5	5	5	5
2021-06-18 14:36:02.112442	ARGENTINA	UNIVERSIDAD NACIONAL DEL NORDESTE		FEMENINO	5	2	5	2	1	5	5	4	3	3	4	4
2021-06-18 14:38:06.551223	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	4	3	3	2	2	2	5	4	2	2	3	2
2021-06-18 14:39:44.063081	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCION (UNA)	MASCULINO	2	1	4	4	2	4	5	3	5	5	4	3
2021-06-18 14:44:30.357134	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	5	4	5	5	5	5	5	4	5	3	4	3
2021-06-18 14:45:22.494555	PARAGUAY		FACULTAD DE INGENIERIA	MASCULINO	4	1	3	1	1	4	4	3	3	3	3	3
2021-06-18 14:47:14.055462	ARGENTINA	UNIVERSIDAD FASTA		FEMENINO	3	4	4	3	3	5	3	3	3	3	4	3
2021-06-18 15:24:59.070488	ARGENTINA	UNIVERSIDAD ABIERTA INTERAMERICANA		MASCULINO	5	5	5	4	4	5	4	4	3	3	5	1
2021-06-18 15:33:56.912471	ARGENTINA	UNIVERSIDAD NACIONAL DE CATAMARCA		MASCULINO	4	1	5	2	3	5	5	4	2	2	4	2
2021-06-18 15:34:20.183446	ARGENTINA	UNIVERSIDAD NACIONAL DE CÓRDOBA		MASCULINO	3	5	4	5	5	4	5	4	5	4	5	3
2021-06-18 15:38:20.302438	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	4	2	3	4	5	5	4	2	2	5	4
2021-06-18 15:39:53.306671	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	4	4	5	5	5	5	5	2	4	2	4	2
2021-06-18 15:49:03.318099	ARGENTINA		NINGUNA	MASCULINO	1	4	4	4	4	5	5	4	5	3	4	1
2021-06-18 15:49:42.281887	ARGENTINA	UNIVERSIDAD CATÓLICA ARGENTINA		FEMENINO	4	4	3	2	4	4	3	2	2	4	3	4
2021-06-18 15:59:40.389816	COLOMBIA		UVIERSIDAD LIBRE	MASCULINO	5	5	3	2	2	4	4	1	2	1	1	3
2021-06-18 16:20:59.239445			FIUNA 	MASCULINO	5	2	2	4	4	2	4	2	2	2	2	3
2021-06-18 16:30:37.239131	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	4	4	4	4	4	5	5	2	4	1	4	4
2021-06-18 16:39:55.038988	ARGENTINA		UNR	FEMENINO	4	4	5	4	4	5	5	3	4	4	4	4
2021-06-18 17:30:08.833184	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCION	MASCULINO	3	5	3	3	2	5	5	4	5	4	2	4
2021-06-18 17:38:58.889121	ARGENTINA		UNR	FEMENINO	4	2	5	3	4	5	5	4	3	4	4	1
2021-06-18 17:39:10.429914	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	1	4	4	2	4	4	4	2	2	2	1	4
2021-06-18 17:39:51.047312	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	4	5	3	4	5	5	3	5	4	5	4
2021-06-18 17:43:59.763865	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	5	4	1	5	5	5	1	5	1	5	1
2021-06-18 17:46:12.487561	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	1	3	4	5	2	1	1	3	3
2021-06-18 18:01:44.013345	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	5	4	5	4	4	5	5	4	4	2	2	2
2021-06-18 18:02:17.254153	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIÓN	MASCULINO	4	4	4	5	4	5	4	4	5	4	5	4
2021-06-18 18:08:24.329083	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	4	5	5	4	5	5	3	4	2	5	2
2021-06-18 18:10:35.832288	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	3	2	5	3	3	5	5	2	2	2	3	2
2021-06-18 18:24:47.959704	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO		FEMENINO	4	1	4	3	4	4	3	2	3	4	1	4
2021-06-18 18:25:49.529814	ARGENTINA	UNIVERSIDAD NACIONAL DE CATAMARCA		FEMENINO	5	4	3	2	4	5	4	4	4	4	4	4
2021-06-18 19:31:04.455242	ARGENTINA		UUNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	2	4	3	2	4	5	2	3	3	3	2
2021-06-18 20:33:37.525377	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	3	5	4	4	4	5	5	4	3	4	4	4
2021-06-19 06:14:24.568522	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	4	4	4	2	4	4	5	2	2	2	5	2
2021-06-19 06:49:10.951584	ARGENTINA	UNIVERSIDAD NACIONAL DE CATAMARCA		MASCULINO	5	3	5	1	4	5	5	3	5	5	5	1
2021-06-19 07:57:24.421391	ARGENTINA	UNIVERSIDAD NACIONAL DE CATAMARCA		FEMENINO	5	3	5	5	5	5	5	4	4	1	5	1
2021-06-19 08:34:46.940772	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	3	2	2	5	5	1	3	4	4	1
2021-06-19 09:14:15.125915	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIÓN	MASCULINO	2	5	2	2	4	2	2	2	2	2	2	2
2021-06-19 10:24:06.465623	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	4	5	3	2	5	5	3	2	3	4	4
2021-06-19 10:39:58.199870	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	4	5	3	4	4	5	1	5	4	3	4
2021-06-19 16:43:31.066253	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	5	5	5	2	4	5	5	4	5	4	5	4
2021-06-19 17:58:50.986623	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	4	5	3	4	5	5	2	1	4	5	3
2021-06-19 18:06:49.516863	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	5	4	4	3	4	5	3	3	3	4	4
2021-06-19 18:10:19.691811	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		FEMENINO	5	5	5	4	2	4	5	2	1	4	4	4
2021-06-19 18:24:23.756371	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	3	4	3	2	4	3	4	2	4	2	4	3
2021-06-19 18:26:31.592552	ARGENTINA	UNIVERSIDAD CATÓLICA ARGENTINA		OTRO	2	4	1	1	2	1	4	4	3	1	4	1
2021-06-19 18:50:50.684257	ARGENTINA	UNIVERSIDAD NACIONAL DE LA PLATA		MASCULINO	5	4	4	3	4	5	5	2	4	1	1	1
2021-06-19 19:23:04.392034	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	3	3	5	5	3	2	3	2	3
2021-06-19 22:52:45.132051	ARGENTINA	UNIVERSIDAD NACIONAL DE CATAMARCA		FEMENINO	5	4	5	5	4	5	5	4	4	2	4	4
2021-06-19 21:19:20.212922	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIOFACULTAD DE INGENIERÍA 	FEMENINO	5	5	4	1	3	4	5	3	4	2	4	3
2021-06-19 21:26:13.845503	PARAGUAY		FIUNA	FEMENINO	4	5	4	4	4	4	5	3	4	5	5	5
2021-06-19 21:39:48.280863	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCION	MASCULINO	4	4	3	3	2	4	5	2	4	5	4	3
2021-06-20 04:27:38.917689	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIÓN	FEMENINO	4	5	2	2	5	4	5	2	5	4	3	3
2021-06-20 05:13:46.176286	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	4	4	4	4	4	2	4	3	4	3
2021-06-20 09:15:01.414981	PARAGUAY		UNA	MASCULINO	2	5	2	1	3	5	5	5	1	1	5	5
2021-06-20 11:16:54.676791	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	2	3	3	4	4	3	4	4	4	3
2021-06-20 14:21:24.857392	ARGENTINA	UNIVERSIDAD NACIONAL DEL LITORAL		FEMENINO	5	4	5	5	4	5	5	3	2	4	4	4
2021-06-20 15:30:47.595630	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	FEMENINO	2	3	4	1	4	3	3	2	5	2	5	1
2021-06-20 17:21:12.773234	ARGENTINA	UNIVERSIDAD TECNOLOGICA NACIONAL		MASCULINO	4	4	2	1	2	4	5	1	3	4	4	5
2021-06-20 17:56:16.998447	PARAGUAY		UNIVERSIDAD NACIONAL DE ASUNCIÓN	MASCULINO	3	5	5	2	4	5	5	3	5	2	3	3
2021-06-20 18:58:00.666207	ARGENTINA	UNIVERSIDAD NACIONAL DE CÓRDOBA		FEMENINO	5	4	5	3	2	5	5	5	4	4	3	1
2021-06-20 20:36:23.540365	ARGENTINA		UNIVERSIDAD NACIONAL DE ROSARIO	MASCULINO	5	4	5	1	4	4	5	3	2	2	1	1
2021-06-20 23:26:18.587022	ARGENTINA	UNIVERSIDAD NACIONAL DE CATAMARCA		FEMENINO	4	5	4	4	3	4	5	3	3	2	4	3
2021-06-21 06:24:54.581925	ARGENTINA	UNIVERSIDAD NACIONAL DE CÓRDOBA		FEMENINO	5	4	5	3	2	5	4	3	3	5	5	3
